cutoff,signed_area,relative_area_change_percent,corr_with_nominal_Vq,corr_with_nominal_Iq
0.25 f_max,-0.0006810586674528535,6.978022836582753,0.9955060744876824,0.9997510714976311
0.30 f_max,-0.0007089614537207248,3.166938019597717,0.9979469169198074,0.9999089498242032
0.35 f_max,-0.0007321481312490243,0.0,1.0,1.0
0.40 f_max,-0.0007657160291035498,-4.584850581706684,0.9770583173454804,0.9999128481063646
0.45 f_max,-0.0007275501609328887,0.6280109338381492,0.9225308338471087,0.9999011580685983
