  0.157168,       nan
  0.000000,  0.990000
 30.000000,  0.983333
 60.000000,  0.956667
 90.000000,  0.940000
120.000000,  0.923333
150.000000,  0.920000
180.000000,  0.900000
210.000000,  0.900000
240.000000,  0.896667
270.000000,  0.826667
300.000000,  0.830000
330.000000,  0.810000
360.000000,  0.823333
390.000000,  0.800000
420.000000,  0.780000
450.000000,  0.790000
480.000000,  0.810000
510.000000,  0.786667
540.000000,  0.693333
570.000000,  0.703333
600.000000,  0.730000
630.000000,  0.703333
660.000000,  0.683333
690.000000,  0.656667
720.000000,  0.680000
750.000000,  0.733333
780.000000,  0.680000
810.000000,  0.633333
840.000000,  0.610000
870.000000,  0.626667
900.000000,  0.623333
930.000000,  0.580000
960.000000,  0.586667
990.000000,  0.563333
1020.000000,  0.596667
1050.000000,  0.573333
1080.000000,  0.523333
1110.000000,  0.513333
1140.000000,  0.570000
1170.000000,  0.510000
